Description,groupTreatment
נושא: איטיות גדולה בחיבור מרחוק  שלום לך בחצי שעה האחרונה יש איטיות מאוד גדולה בחיבור מרחוק והפעולות שאני עושה מתבצעות חלקית וזה משגע לעבוד ככה אשמח לטיפולכם בדקתי והגלישה מהבית טובה מאוד בבדיקת מה...,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: שלום, נא, לשנות את סוג התכנית מס' 460-0982389 מ""תכנית מפורטת"" ל""תכנית מתאר מקומית"". תודה   בברכה,  [cid:image001.png 01D7BF6D.BD4B05F0]  בקרו אותנו באתר מנהל התכנון<https://www.gov.il/he/depa...",7878 מרכז שירות ותמיכה טכנולוגית
נושא: חיבור מחשב ZOOM בכבילה לרשת אלחוטית במחוז תל אביב היי אליעד אישר לחבר את מחשב הZOOM הקבוע בחדר המליאה במחוז תל אביב בכבילה לרשת האלחוטית (בגלל התקלות החוזרות שיש להם בwi fi). יש צורך לחבר את ...,צוות טכנאים
נושא: עזרה בהעתקת מיילים מקובץ אקסל (למזכר חדש) שליחת נמענים לא עובד  ,7878 מרכז שירות ותמיכה טכנולוגית
בירור לגבי פניה מספר 31812,צוות טכנאים
נושא: בעיה בשמירת מיילים בתיקיות  ,7878 מרכז שירות ותמיכה טכנולוגית
"מי מטפל בשיוך תכניות במעקב ובקרה? אני חברה בשני צוותים במחוז – הצוות של רונית קידר, והצוות של איריס קשמן (במערכת זה עדין נחשב הצוות של רות רז). אני מבקשת להסיר אותי מכל מיני תכניות של צוותים אחרים ...",צוות הדרכה והטמעה אפליקטיבי
"נושא: 308-0992479 דגניה 29 כרכור, תוספת יחידות דיור שלום אבקש לשנות את סוג התכנית לתכנית מתאר מקומית ",7878 מרכז שירות ותמיכה טכנולוגית
31902 בקשה הוגשה בהצלחה ועברה להמשך טיפול .,צוות טכנאים
"נושא: בעיית ניתוקים פרטנית בחיבור מרוחק שלום רב, בשלושת הימים האחרונים יש לי ניתוקים תכופים מאוד מהחיבור המרוחק. זה משהו שלא היה לי קודם, אני מחובר בחיבור בכבל לא ויפיי. האם טכנאי יכול לבדוק את הנו...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: Femi Recordings Error Report   נשלח מ- Prod-Orc01@iplan.gov.il   מכתובת מייל: Prod-Orc01@iplan.gov.il Exception calling ""Resolve"" with ""1"" argument(s): ""Error transferring file '/Haifa/SMP-35...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: כניסה למשתמש ללא כרטיס חכם היי,  פתחתי קריאה לפני יומיים בבקשה שהיום אוכל להיכנס למשתמש שלי ללא כרטיס חכם אך ניסיתי להיכנס היום וזה לא איפשר לי ללא כרטיס. יש לי ישיבה עוד שעה, אשמח שתטפלו בזה...",7878 מרכז שירות ותמיכה טכנולוגית
"היי, נא להוסיף את הפרטים מטה לאנשי הקשר של מינהל התכנון: 1. גלדיס משאש, מנהלת אשכול תכנון, עיריית ירושלים, msgladis@jerusalem.muni.il  2. לילך קורנפלד, עוזרת מקצועית למנהל אגף רישוי ופיקוח, עיריית ...",צוות טכנאים
הגשת בקשה הרשאות מרכבה,צוות טכנאים
"נושא: RE: הוספת שלשה   נשלח מ- ILTLV Information System   מכתובת מייל: iltlvinformationsystem@ness-tech.co.il בוקר טוב,  הוספנו את האיפיון  בברכה,  Dana Graisman HD Support Representative Support C...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: עידכון תבניות מסמכים במעקב ובקרה- מחוז צפון אלי וצוות התמיכה שלום, מאז אחד העידכונים האחרונים של מעקב ובקרה, ""חזרו לחיים"" במעקב ובקרה תבניות רבות של מסמכים שאינם רלוונטים יותר, שהכותרות בהם ל...",צוות הדרכה והטמעה אפליקטיבי
"נושא: מחיקת מסמך מתכנית 204-0841890 שלום, באירוע 2790 ""טיפול בתנאים להפקדה"" – מבקש למחוק ולהסיר את מסמך 7870 שמופק לפניה עקב חריגה מתמ""א . לא נדרש לתכנית זו.  להשאיר את המסמך האחר לפניה לוולקחשפ 78...",צוות הדרכה והטמעה אפליקטיבי
נושא: בעיה באתר גחלת ,7878 מרכז שירות ותמיכה טכנולוגית
נושא: עכבר למחשב בוקר טוב אודה על קבלת עכבר נייד. העכבר שלי לא עובד  תודה  [SnipImage(2)]  ,צוות טכנאים
"נושא: 101-0675868 מסמכים חתומים מנחם שלום, לגבי תכנית זאת, המסמכים החתומים לאישור מופיעים במעקב ובקרה אך לא באתר. נכנסתי לאתר הישן והחדש ולא ראיתי. אודה לטיפולך, תודה. ",צוות הדרכה והטמעה אפליקטיבי
"נושא: עדכון חברי ועדה - חיים מלמן, מהנדס העיר רעננה    נשלח מ- <טפסים>  דינה בן עבו 13/10/2021 10:51 פעולה מבוקשת:   בעל עניין חדש - הוספה ושיוך לוועדות מחוז:   מרכז שם בעל עניין:   חיים מלמן, מהנד...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: עדכון חברי ועדה - מיכל קלי גוטמכר, אדר' העיר רעננה   נשלח מ- <טפסים  דינה בן עבו 13/10/2021 10:53 פעולה מבוקשת:   בעל עניין חדש - הוספה ושיוך לוועדות מחוז:   מרכז שם בעל עניין:   מיכל קלי גוט...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: אתר תכנון זמין - התנגדויות שלום רב,  באתר תכנון זמין, בתכנית 603-0274704 לא מופיעים ההתנגדויות שהוגשו לתכנית, מדוע?.    ",צוות הדרכה והטמעה אפליקטיבי
"נושא: שלום, נא, לשנות את סוג התכנית מס' 402-0440800 מ""תכנית מפורטת"" ל""תכנית מתאר מקומית"". תודה  ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: תקלה בהחתמה מנחם שלום,  לא מצליחה להחתים את התכניות הנ""ל להפקדה תכנית מס 101-0894089 לתוקף תכנית מס 101-0825489  ",צוות הדרכה והטמעה אפליקטיבי
נושא: ועדת משנה ב' מחוז תל אביב מס' 30 - אפשר לתקן לי את המונה ש 1.11.21 יהיה 1363 - תודה  ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: Femi Recordings Error Report   נשלח מ- Prod-Orc01@iplan.gov.il   מכתובת מייל: Prod-Orc01@iplan.gov.il Exception calling ""Resolve"" with ""1"" argument(s): ""Error transferring file '/Haifa/SMP-35...",7878 מרכז שירות ותמיכה טכנולוגית
נושא: New case opened in Bynet Data Communication: CS0169847   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb40b18ab29a...,7878 מרכז שירות ותמיכה טכנולוגית
העלאת 2 מסמכי נוסחים סימניות חדשים למערכת,צוות הדרכה והטמעה אפליקטיבי
"נושא: עזרה בקישור לישיבה בזום היי,  אודה לעזרה ??  תודה,  ב ב ר כ ה, [cid:49e6e0f2-530e-4059-b971-05fae3e8ea72]  ",7878 מרכז שירות ותמיכה טכנולוגית
נושא: לא רואה יומן מעודכן בBoxer היי כשאני נכנסת דרך הבוקסר ליומן מהסלולארי אני רואה רק את הזימונים של הטלפון ולא  את הזימונים של המשרד [cid:image002.png 01D7C039.015FBF80]  [cid:image011.png 01D56...,צוות טכנאים
"נושא: בקשה לרישיון אשמח לחידוש רישיון [cid:image001.png 01D7C039.8032A2F0]   בברכה, אלעד גבאי [signature]  ",תקשורת ואבטחת מידע
"נושא: הוספת איש קשר לספר כתובות באאוטלוק שלום בבקשה להוסיף לספר כתובות באאוטלוק את שחר בר- לבטח הנדסה  052-5439790 shahar lvth.co.il<mailto:shahar lvth.co.il>  תודה, אסתי  [חתימה]  ",צוות טכנאים
נושא: פינוי שטח דיסק במחשב חדר ישיבות בבית מניבים שלום רב אשמח אם תעבירו לטכנאים בקשה לבצע פינוי שטח דיסק במחשב שבחדר הישיבות בבית מניבים. לא ניתן לעבוד על המחשב כי אין מספיק שטח דיסק. תודה!  [cid:...,7878 מרכז שירות ותמיכה טכנולוגית
נושא: Case CS0169847 handled and resolved in Bynet Data Communication   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb4...,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: מחיקת קבצים מכונן M שלום, העברתי מספר קבצים לכונן של חטיבת רגולציה ואין לי אפשרות למחוק אותם. מצורף צילום ",צוות טכנאים
"נושא: עדכון בעל עניין- סבטלנה שוסטרוב- יש צורך לתקן   שלום, אבקש לעדכן את סבטלנה שוסטרוב ( 99016441) כממלאת מקום של אלעד פנחס (14461) – המשרד להגנת הסביבה . אנא עדכנו בהתאם. להוסיףף אותה מתחת לאלעד...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: מבא""ת  - מחיקת אירוע  ודרישה  ערב טוב   אודה על מחיקת אירוע 2660 ודרישה 9780 בתכנית 253-0697987  ג/25243 מרכז אזורי ברמת יראון.  בתודה מראש   דרור  [חתימה ללא לוגו]  ",צוות הדרכה והטמעה אפליקטיבי
נושא: לידיעתכם כל היום היו ניתוקים מעבודה מרחוק   נשלח מ- Sigal Goldenberg   מכתובת מייל: sigalnir33@gmail.com   נשלח מה-iPhone שלי ,צוות טכנאים
"נושא: Femi Recordings Error Report   נשלח מ- Prod-Orc01@iplan.gov.il   מכתובת מייל: Prod-Orc01@iplan.gov.il Exception calling ""CompareDirectories"" with ""4"" argument(s): ""Error listing directory '/H...",7878 מרכז שירות ותמיכה טכנולוגית
נושא: מנסה להתחבר למחשב הנייח במשרד בהשתלטות מרחוק וזו ההודעה סיגל ניר   נשלח מ- Sigal Goldenberg   מכתובת מייל: sigalnir33@gmail.com   [cid:09E84456-40F7-4AE4-96B6-91B50E6D993C]   נשלח מה-iPhone שלי ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: FW: 405-0394908   סיווג התכנית בוקר טוב,  ביקשנו לשנות את סיווג התכנית לפי מעקב ובקרה נראה שטרם שונה  אודה לבדיקתכם    [אורית]  בקרו אותנו באתר - http://www.iplan.gov.il<http://www.iplan.gov....",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: שינוי מס' ועדה בוקר טוב, אודה לשינוי מס' ועדה מ-193 ל-196 במס' התיק מטה:  תא/ 0419/ 8114 ",צוות הדרכה והטמעה אפליקטיבי
"נושא: RE: 405-0394908   סיווג התכנית   נשלח מ- Minhal Tichnun   מכתובת מייל: iplan@ness-os.com בוקר טוב,  השינוי יכנס לתוקף רק לאחר שהמגיש יחזיר את התוכנית לועדה.   [cid:image011.png 01D5627F.46ED1...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: ריבוי ניתוקים ביומיים האחרונים שלום, דווקא אחרי ההודעה שלכם ביום שלישי שתוקנה בעיה רוחבית של ניתוקים התחלתי לסבול מניתוקים מרובים, ברמה של ממש כמה דקות חיבור וניתוק אפיין את העבודה אתמול וגם ...",צוות טכנאים
